id,start_time,geom,goal
310,2024-01-01 00:04:01,"LINESTRING (-18.7645995509152 2.6074166885859253, -17.529199102480593 3.0121211852822896, -16.293798703017856 3.4168256266203825, -15.058403251559596 3.8215232832152264, -13.823053534141012 4.226021838549252, -12.587337414290893 4.630052957108168, -11.352235344003045 5.035456940461765, -10.116539173247418 5.439473637716035, -8.881457642679987 5.8449381236742886, -7.6457398709559055 6.248892502861531, -6.410669283973822 6.654444278983613, -5.17492593226316 7.058308595998726, -3.9402191577082206 7.46280799300317, -2.720538345231787 7.786979136681882, -0.7915734249734729 7.406227550944056, 0.5230886697743151 7.814546328716218, 1.6699703786586642 8.026775955265764, 2.944952621653811 8.771159713291926, 4.097436397937664 8.956899918766295, 5.357541085658851 9.735162745247155, 6.525428238538033 9.882356008674883, 7.769165367041553 10.706250328875221, 8.960273310849512 10.795974345254093, 10.178308649838973 11.68691566109035, 11.406712344746365 11.68686916405558, 12.584885035849817 12.685089922230745, 13.850783979547733 12.687166060079257, 14.939704248894238 13.673456884276645, 16.27978503322992 13.691802257681289, 17.542972434672187 14.641636809525165, 19.05633326804899 14.623270321318943)",POINT (20 15.306301322489597)
311,2024-01-01 00:04:02,"LINESTRING (-18.703846712207984 -15.923310672942547, -17.403674811867596 -15.7928936333437, -16.025590404602593 -15.63070995613015, -14.756128728518904 -15.596343138164512, -13.473917022450957 -15.460942091637168, -12.14106280928906 -15.922889261639277, -10.871954635598948 -15.386870278682448, -9.567063991928574 -15.752482356938817, -8.336967115856588 -15.120895411765842, -6.515089741763427 -14.295811880378013, -4.52032721282607 -14.440457838314746, -3.474098966676648 -14.268429335052009, -1.9237113235119965 -14.293085870486061, -0.8790346613627718 -14.10817675140863, 0.6722236990634309 -14.147752471870472, 1.715897847994913 -13.945926084704041, 3.268292220598819 -14.004821472498277, 4.310641511157165 -13.780680044149648, 5.86454938253796 -13.86537193743909, 6.906212072302647 -13.607470056324267, 8.466877429481375 -13.726516140850684, 9.501538768778849 -13.429825039514542, 11.057082549484342 -13.607833261283364, 12.087364096604343 -13.246626917598764, 13.648591763561743 -13.49586363329439, 15.024306830103301 -12.762458463516495, 16.432828445336337 -13.028515014047565, 17.610863563319864 -12.690801014028091, 19.029328291707117 -13.148396747288364)",POINT (20 -12.939264554449526)
312,2024-01-01 00:04:02,"LINESTRING (-19.071620193126893 -18.713061953365827, -18.902146609915892 -17.430588018061567, -18.601530362426335 -15.652297378389942, -18.561905941695205 -14.839347749121014, -18.254003307976014 -13.075340010602332, -18.219742650481173 -12.261947848844747, -17.91540306509014 -10.495260564395196, -17.885027946074736 -9.680150190064035, -17.558541614317907 -8.230118370655802, -17.417791639218862 -7.119951077201111, -17.220271288695095 -5.652213278620061, -17.080004993921793 -4.54198669466542, -16.881964194852973 -3.0743272991826918, -16.576355029690347 -1.881198914749389, -16.613182479300058 -0.3890224494608594, -16.36013079699739 0.928937717140605, -16.274498329120227 2.193402316379009, -16.010565594068552 3.505543461998929, -15.93813076136274 4.771266495799384, -15.612248533825923 6.001612901800577, -15.519630981783502 7.363664758292612, -15.271591360129582 8.578255343072959, -14.925012509861235 9.18724586162208, -14.670789907259866 10.79196240851277, -14.696056289561222 11.781331601810189, -14.414423965560019 13.38464973489866, -14.481616375655301 14.381927783692397, -14.129751751424168 15.96387948635383, -14.323779078445781 16.95897727850319, -13.742319859020435 18.53301692944825, -14.087639007120018 19.73144793101496)",POINT (-13.859099001718326 20)
313,2024-01-01 00:04:02,"LINESTRING (14.345043890490896 18.765160444213375, 13.938631197497003 17.530320887983642, 13.53221851970736 16.295481332982476, 13.125805814271473 15.060641815154188, 12.719392795439559 13.825803651373544, 12.312961002727999 12.591104153624928, 11.90658556229827 11.35730822182948, 11.51929581897334 10.162109496686845, 11.139110543265227 8.898092687133206, 10.724594231896825 7.674439410163313, 10.325188671128679 6.42881355361899, 9.908541474021078 5.2098426554093855, 9.498825749488514 3.977516121011121, 9.093130874158632 2.7411477791023966, 8.687534030020782 1.50913037345381, 8.279565004413554 0.272728145403311, 7.872881738981077 -0.9598133167167995, 7.464468760507486 -2.1961962609083505, 7.057773014273178 -3.428739966879014, 6.649328113153365 -4.66511221569313, 6.242667457416381 -5.8976674788339984, 5.834181156765702 -7.134025959510516, 5.427570899082564 -8.36659176887903, 5.019468855499225 -9.600538962547153, 4.770171483382975 -9.934781251938018, 4.221950561406259 -9.314746479182455, 3.0383428456820094 -9.46690573795733, 2.4990887879732324 -10.38379263674666, 2.707423251985242 -11.964841716175124, 2.1992473370927383 -12.96068924536626, 2.549264968331006 -14.469863023038311, 2.2504624659794086 -15.465350107770607, 2.409327067981181 -16.117378780478987, 3.4246624963162033 -17.285602884821586, 3.4419845267436493 -18.390824944776938, 2.649546222014437 -18.909286236099128, 2.5161137384235124 -18.929016391408837, 1.7842064320129107 -19.74988816119813)",POINT (1.5865823714819072 -20)
314,2024-01-01 00:04:02,"LINESTRING (18.843907482392012 -8.467449207111178, 17.687815211528346 -7.872932669512158, 16.53177038199225 -7.278453263398639, 15.39514741118008 -6.704998399542121, 14.157385986055662 -6.370173156828129, 13.078855629009139 -5.502216056877644, 11.845033685234649 -5.181971655423679, 10.776050958064193 -4.299307748711308, 9.640045956919499 -3.940617547587217, 8.688211551593938 -2.5990330532476116, 7.44939539884764 -2.2153846093035123, 6.356234008334261 -1.4405751552055552, 5.1010770120018565 -1.078920356514754, 3.991191875910472 -0.2921397692828791, 2.6843519668773768 0.0453218734490116, 1.5522266948225194 0.8843010822834778, 0.2163379367094152 1.223775107913987, -0.8260549011561751 2.0966839964723367, -1.0670020020520552 2.3715253882603986, -2.2283319933552903 3.0373851108788736, -3.42516445930411 3.554638961309601, -4.5626089175145506 4.165119270207594, -5.616754639635771 4.761991438109388, -6.906713542186538 5.277962276572554, -7.95054967002001 5.870812701759535, -9.254407048466376 6.370372234788177, -10.293932447016903 6.985076162563084, -11.61068259470093 7.466097425942925, -12.635894524418221 8.113009468569691, -13.97133463356465 8.55423274075862, -14.969039210888885 9.25462467040135, -16.343707872727492 9.615930555776403, -17.27850028845207 10.449447084156171, -18.766977919703667 10.558289638463785, -19.69887895058605 11.497928490260408)",POINT (-20 11.507899149237968)
315,2024-01-01 00:04:02,"LINESTRING (18.70707362223521 7.935952442616118, 17.40711077473544 8.008197381020702, 16.114440365305825 8.129895927169066, 14.82503932886131 8.219413314397942, 13.392362814320729 8.768007782883306, 12.203899323130836 8.385935793137278, 10.801097346989446 8.942241188447396, 9.277801279836092 8.505832539316113, 7.951402156876705 9.049848080710074, 6.664338098697824 8.663663812639577, 5.425569585396866 9.00815604412102, 3.926996796897203 9.286398025849099, 2.7967124376461934 9.195961489042855, 1.3343488675882358 9.470349853140677, 0.3345489661332305 9.62889936053935, -1.3699664197189256 9.751080645651966, -2.2291010509643563 9.759896604530867, -3.1739739997975636 8.772394872661875, -4.41280436156058 8.740711658809568, -5.725567221025219 9.135011966064654, -6.994225631238546 9.047990847086112, -8.303755724818098 9.481508041190805, -9.579241710939595 9.33982946985206, -10.879212920335577 9.847275025701142, -12.169887493874015 9.621954563619818, -13.503845333312057 10.267737241141493, -14.775683448904266 9.915451213658688, -16.038387983354664 10.5631234741537, -17.38656678893341 10.77064683709032, -19.33869071766401 11.205632086124597)",POINT (-20 10.804349090041654)
316,2024-01-01 00:04:03,"LINESTRING (2.258225558294177 -18.798630315888346, 1.7616301568726387 -17.59751896641922, 1.2623988479277415 -16.40393350233015, 0.7657463142846908 -15.197594226419435, 0.2689807810834899 -14.001233566001368, -0.2281478949215488 -12.79710989201589, -0.7249199398441586 -11.604605598835255, -1.2253148998803682 -10.400539006961234, -1.719266829857912 -9.20216315055128, -2.2179282649730854 -7.997445601773732, -2.711760439321002 -6.799042812658265, -3.210507818781763 -5.594366712241974, -3.70424675271573 -4.395925874930504, -4.203096705876861 -3.191292219613855, -4.696723589832827 -1.9928053942939647, -5.195717316842453 -0.7882365228408945, -5.689342600825727 0.4101501909516161, -6.189793048665956 1.6140968559511653, -6.686976839990115 2.8137474179904007, -7.193690974646785 3.990087373389707, -8.442094881796832 4.495684247290052, -8.964195720973507 5.688655730448309, -9.434004051261267 6.992305572531445, -10.017700835589334 8.327573905539815, -10.28995163844616 9.619317634722135, -10.845800049527185 10.838831390170402, -11.081629722281534 12.101917931675418, -11.686253405982763 13.299998773032394, -11.857439109315006 14.58320245893925, -12.556554829885263 15.74953718261436, -12.577196607467375 17.081586642984092, -13.547542939369853 18.153267643216182, -13.550068121096718 19.476587712896464)",POINT (-13.780970711524985 20)
317,2024-01-01 00:04:03,"LINESTRING (-19.318884283434866 -19.00053994303352, -17.897844072005487 -18.97806328962124, -16.72650258931302 -19.199452014954645, -15.303552647376902 -19.147771051652402, -14.134925794741175 -19.403918956117494, -12.708564097894406 -19.30803494519701, -11.864787453666983 -19.701272418145766, -10.215875579735451 -19.50141861490736, -9.275713904600357 -19.932617833583546, -7.678667714507594 -19.609825849387423)",POINT (-4.476557908486303 -20)
318,2024-01-01 00:04:03,"LINESTRING (-18.739201778707585 11.780390192711986, -17.413586579480572 11.944491466031756, -16.961252930447856 12.595808640251985, -15.57769209139348 12.88268662809901, -14.344760822687684 12.766502325158534, -12.955663613526232 13.058350417288358, -11.733794018387192 12.927288141144162, -10.33962258741691 13.235393356124124, -9.128271020428283 13.084578738459191, -7.729019805600277 13.413450222760249, -6.527107565690944 13.237875727738235, -5.128882545915907 13.580130035565528, -3.7634956669724486 12.922923660570968, -2.254430777932766 13.255341774670523, -1.161466178251147 13.135416957987422, 0.3387712891265235 13.490890225508991, 1.4321080751112163 13.336240600137256, 2.929552815464262 13.724802876067, 4.025685287737789 13.530861492184886, 5.519111380958023 13.964811949562286, 6.619183542025668 13.71790496509753, 8.106372992724982 14.215075467301766, 9.212699811787362 13.891301612118927, 10.688168415788033 14.484148864273973, 11.836916083376638 14.131875261876532, 13.252904397479732 14.743231483037142, 14.452906410731567 14.37819131038805, 15.814793807611842 14.999960705268315, 17.06808637749739 14.62764400551191, 18.38784120157018 15.253116245746497, 19.668616296122917 14.879348484436639)",POINT (20 15.004882568619609)
319,2024-01-01 00:04:04,"LINESTRING (18.7025101067552 -1.56536899851469, 17.405065528247036 -1.4846261961097449, 16.10894694809477 -1.4009726243904388, 14.809915155997954 -1.3224473833163977, 13.5179676762036 -1.2395478075350088, 13.176705268359163 -1.0259330322952278, 12.759443427827064 -0.1562300188368857, 11.48007140088246 0.2067521380507064, 10.15862695134183 -0.1044191903178266, 8.877482543185891 0.269422442394363, 7.556991770114751 -0.0585845441009293, 6.277947669740077 0.3435965683660428, 4.923980543237834 -0.0274222407896408, 3.677238494601444 0.4318392434905504, 2.3290030939048876 0.0165863437060102, 1.0816371093321109 0.526109445157277, -0.2434563506007681 0.0386579032127627, -1.4636338046517954 0.5456874479208802, -2.0013245033814773 0.4320210245746781, -3.5152984599006603 0.5348517156663322, -4.599129099340679 0.4833841011907026, -6.057753413146633 0.5635999316466349, -6.687884677945342 0.0838164159005574, -6.590269702427816 -1.0818135912017015, -5.507722787868039 -2.0745011932828907, -5.244128727421539 -2.4933279910397945, -5.874990790529323 -2.464999063085572, -7.420419302518964 -2.0322344658591778, -8.409764264186414 -1.8840094207246563, -9.951404218904042 -1.4364660044782138, -10.945420626602592 -1.309098855503548, -12.481048164812712 -0.8354686876155906, -13.482972809430464 -0.7430458465901069, -15.006404467201019 -0.2214226925113518, -16.02393373068965 -0.202866349704713, -17.51948371623144 0.4368624204684767, -18.589481811150588 0.2145918055868902, -19.814686707985544 0.9802031920794894)",POINT (-20 0.8417036909685767)
320,2024-01-01 00:04:05,"LINESTRING (-18.717351196921022 11.255886857679906, -18.389385222693598 11.511669716384638, -17.1233604345903 12.113928637335798, -15.711629955810828 11.72685957844176, -14.525063660329128 11.998509845124234, -13.116161944533124 11.586776929735862, -11.928504269624892 11.884567025851153, -10.520628345152582 11.444604756013135, -9.3315930455848 11.773103239723381, -7.9251263222475306 11.299752922545407, -6.734732951169154 11.665051311282642, -5.385298838774715 11.071689958969184, -4.067368458001398 10.406486100704488, -2.6078541458635076 10.731208497460514, -1.4019144310413365 10.52562798906505, -0.002842650828029 10.687395103792264, 1.1969512324249894 10.454217285920295, 2.596751673476893 10.643741080344087, 3.7957271639825985 10.378701516598134, 5.196439741325648 10.605214722565677, 6.394339846426119 10.296730743810947, 7.796248497975675 10.575002430550887, 8.992618747867102 10.203783896412252, 10.39619150658322 10.559618574074403, 11.589714525897465 10.089958681391327, 12.982817478070373 10.580172749339212, 14.181411184474227 10.089486132553748, 15.545852020622357 10.584950989709071, 16.79720729467286 10.08683059352925, 18.14151759440754 10.584380505835151, 19.386238878806214 10.086901761255028)",POINT (20 10.138690674034352)
321,2024-01-01 00:04:06,"LINESTRING (-5.252399414347179 18.724774886714723, -5.009344470403701 17.459196359528967, -4.896916361857764 16.14591769306742, -4.4992837461494695 14.906183204608293, -4.393815989019349 13.59505829023854, -3.9847081930809702 12.357584062692297, -3.889265006753174 11.043411576444377, -3.4639731282116957 9.809559182026662, -3.437764374032994 8.62670118625996, -2.9675111996266508 7.270539681419717, -2.943620441810011 6.07304404374324, -2.4476494393112262 4.720794477347507, -2.4452475399652296 3.52176710497418, -2.032812865760324 2.2698290086879287, -2.6152818295371225 0.9170606038096132, -2.7280128825837786 0.0092891495851334, -3.473330599162572 -1.6729718869587464, -3.2697865954275236 -3.0395409284773214, -2.6435857164577294 -4.139646555515952, -2.451135060979891 -5.51546949270692, -1.3603310589131627 -6.8872565431078066, -1.2584395762828282 -8.110544337948392, -0.6026711057082983 -9.38443719788349, -0.5645743217323032 -10.610566032641254, 0.1716876958000797 -11.862826768867809, 0.0302029541445827 -13.061059558706242, 0.8870148806424587 -14.200950576598032, 0.7451399016563894 -15.289612063798026, 1.4184872397786572 -16.48346843999741, 1.2920423684308318 -17.740392470291155, 2.152617946879131 -18.83672188148371, 2.016462248347926 -19.85226291795065)",POINT (2.3849868290600953 -20)
322,2024-01-01 00:04:07,"LINESTRING (-7.04734834904036 -18.869229244925418, -7.688592733056467 -17.738537182713106, -8.297777675826309 -16.63234724789701, -8.86341421490368 -16.120222590645945, -9.444199059124227 -14.608212675552117, -9.907376651686485 -13.895487254566964, -10.616344018130011 -12.368772028009497, -10.606439447573445 -11.53719933230001, -11.517855103102187 -10.316822005694599, -11.492555392763041 -9.446536557525391, -12.421151678637063 -8.276113760116726, -12.497347356128358 -7.4556242419393834, -13.498483783284644 -6.2550234116320755, -13.501146911758118 -5.109659089337692, -14.450862660531106 -3.64321637414864, -14.999924336006426 -3.050090750408443, -15.953059049122448 -1.5422384023118316, -16.53915525898549 -0.9645918041059703, -17.435557237782422 0.5636915963363437, -17.75384883191117 1.2760164297307925, -18.927349876057974 2.5066238082681536, -19.2981424497928 3.3710873585650023)",POINT (-20 3.967100112402946)
