id,start_time,geom,goal
421,2024-01-01 00:05:11,"LINESTRING (-19.146055053118015 -18.743009847099522, -19.10888686271934 -17.412344940032266, -19.07543066692697 -16.12586856651501, -18.991003170427074 -14.809856123354132, -18.957043204595298 -13.528578912943964, -18.870721092012094 -12.212644908977689, -18.838797903294346 -10.931269953490498, -18.75026099609453 -9.615436901157839, -18.720744663921348 -8.333951408445136, -18.629594039191666 -7.0155451962658075, -18.602950311705666 -5.736540499663491, -18.508623576498504 -4.418366219564463, -18.485476177400905 -3.1392445580402315, -18.387122079831514 -1.8223436071701826, -18.376275707049448 -0.5381825864122629, -18.265558609691336 0.7757905373167693, -18.260601208163894 2.0503275788512365, -18.10511848073237 3.2666402143123014, -18.43074877524073 3.606294273062986, -19.743242380157838 3.7843908913502564)",POINT (-17.404177868785215 20)
422,2024-01-01 00:05:11,"LINESTRING (-18.74087967835505 -11.354383597801423, -17.481743486791913 -11.030997987944689, -16.222594299396878 -10.707500358371677, -14.963367661804206 -10.384032115581403, -13.704214738497374 -10.060611666619208, -12.44507043964025 -9.73720859658872, -11.18648084020835 -9.412097938019512, -9.924037827949515 -9.060186984788228, -8.609358318799602 -8.670957583016246, -7.38581964896202 -8.435107527613527, -6.58041409367528 -8.875473152942215, -5.266182539133985 -8.454969390684957, -4.047928060516889 -8.196358079396964, -2.7709041042411036 -7.824367028087486, -1.2725300915646218 -7.6008651332183765, -0.2624127178742142 -7.048131254510118, 0.7258173066302979 -7.495157819080955, 2.4132226084803348 -7.227234083596741, 3.209312576841068 -6.672034351894933, 4.89410972736301 -6.448813540132305, 5.675417402786199 -5.848434131695231, 7.362655549693029 -5.671481199564763, 8.164399944044703 -5.029876985088287, 9.809146473440183 -4.894228058986023, 10.561210610069452 -4.307892827738827, 10.499101413464818 -3.1409357027855824, 11.310484925785994 -2.46081580674304, 12.959561253969609 -2.326837601338063, 13.900695637833255 -2.1326475991413463, 15.541302203841015 -2.016356076530495, 16.49307982600375 -1.741056063031562, 18.227772870745383 -1.6685241243943627, 19.06854859527216 -1.3569316782429377)",POINT (20 -1.4039526969638974)
423,2024-01-01 00:05:11,"LINESTRING (-2.055439333150854 -18.71014964859904, -1.89371182919822 -17.42106129937424, -1.7387210935770867 -16.18993474338456, -1.5312729238295057 -14.92365009930164, -1.4004421541092718 -13.615511085125611, -1.232512722220788 -12.349924596949943, -1.1091834423571583 -11.05730430643576, -1.2534689344585996 -9.930334021004011, -0.813656609157505 -8.405430981899057, -0.9011091096299519 -7.365029482424239, -0.4622667536624218 -5.8291717870862385, -0.5709473565050245 -4.7904554698567114, -0.0863955602825886 -3.2538592584692094, -0.1645009359028104 -2.5439533802621686, -0.3730086515148532 -0.842586343095959, 0.1162128985109883 0.1424191429855913, -0.0236652520619781 1.7336955402085596, 0.5248494688168859 2.7105968126933684, 0.275836681232518 4.272840433481917, 0.2552787047417723 5.627071795702471, 0.7293170530841129 6.861755661515782, 0.6617360609109016 8.19528393036854, 1.1945267631616645 9.4197916780009, 1.053701794038418 10.765517180167507, 1.6786470751063292 11.974423590563717, 1.413063953350172 13.344087876097062, 2.1311982367735123 14.534029968379498, 1.8650585755118292 15.900620869925355, 2.5833093363060113 17.09121320055464, 2.3158330540957306 18.45015693952279, 3.032278017529308 19.63049781633403)",POINT (2.8085752487692464 20)
424,2024-01-01 00:05:11,"LINESTRING (18.996687704175972 19.171445707544645, 18.01893540118048 18.33981709608672, 16.993878042207818 17.51351617675106, 16.01727237098046 16.680966347509493, 14.992831598433586 15.853057099196697, 14.014969902160603 15.022417368026188, 12.989934868873657 14.195229748506488, 12.013490271730213 13.363731987929524, 11.027139226847234 12.524870921222854, 10.60678247188065 10.861600694097623, 9.60442032078398 10.011515389899191, 8.536685557027322 9.25392969741873, 7.547634588760921 8.397650636275445, 6.486399918600664 7.650872853169826, 5.5016704807116765 6.810291188874693, 4.436028620014591 6.05266646326136, 3.4565034500634866 5.204888543990962, 2.388927494499105 4.454182502960309, 1.5636956435369953 3.6137944091618603, 0.3795602465573797 2.791364357480064, -0.4851826758123326 2.0114824853174236, -1.6744818578361302 1.1974903389882794, -2.533344631743079 0.4099413879951563, -3.729249933352455 -0.3955866681954294, -4.580670315361236 -1.1926949394085546, -5.784993580769626 -1.987407431290879, -6.626780318580963 -2.7968871285585095, -7.8422229579804315 -3.577315479670953, -8.671013435102907 -4.403470746531565, -9.901800336985632 -5.164178470286943, -10.712126632821873 -6.013992789100997, -11.965620636612961 -6.745429496633082, -12.747431929094148 -7.631890526612315, -14.037241447204238 -8.316543405612109, -14.770142247581875 -9.265488719107703, -16.12786998404087 -9.862270481130576, -16.75657492658945 -10.943002572181873, -18.170491884790085 -11.4045076527793, -18.75642385173551 -12.426762993524779, -19.00660867793748 -12.613403493276262)",POINT (-20 -13.132236288268956)
425,2024-01-01 00:05:12,"LINESTRING (-9.746990664504253 -18.700029557821715, -9.738272500606449 -17.400069407485127, -9.73101135118938 -16.102676192601223, -10.074487808697704 -15.11773582772403, -11.24878321868058 -13.57625268083535, -11.440051848176514 -12.218231652231278, -11.094803865953544 -10.984865766104923, -11.311794565687975 -9.625283087944876, -10.936567542372796 -8.390265462369928, -11.196413548697132 -7.06684591203629, -10.856849812350388 -6.137206487456672, -11.35864080010691 -4.667083734522592, -12.277194079637466 -2.8904971555280135, -12.27073155950302 -1.4938392150566648, -11.937112755980579 -0.2899807105979861, -11.958535959320326 1.086460435196071, -11.584824398073438 2.2763417141564273, -12.096493636781599 3.7206818732254647, -11.622393998468196 4.996915753126685, -11.714343969028054 6.316999569205173, -11.200398804603482 7.562667169918027, -11.302709362297271 8.89353410706347, -10.54901894831931 10.309393087784576, -10.786170936446945 11.590228610582209, -10.153278648372215 12.887030334783063, -10.520376188600398 14.179321705260937, -9.887747914909736 15.44819733350625, -10.223093643003155 16.4660225049304, -11.526802589530595 17.23430273614517, -12.934259470735155 18.65524085145841, -13.387905204519651 19.775772084265235)",POINT (-9.487275639525226 20)
426,2024-01-01 00:05:13,"LINESTRING (-8.57091700865207 18.7510750843601, -8.210114477497479 17.502145664204722, -7.849310882943294 16.253219896551318, -7.488508704572308 15.004290085945362, -7.127709372354014 13.755383187565641, -6.768371003131203 12.51139308427787, -6.789622328735286 11.59034302453722, -5.974715047262768 10.310996324006041, -5.851198690683068 9.575371941035314, -5.249603650367032 7.961430546868214, -4.706139344453618 7.030439126564567, -4.563086814001927 5.450077837134899, -3.9913100668172303 4.535073453157946, -3.884283488973431 2.9415008171566774, -3.281062305777086 2.0352401305834933, -3.2137646870100305 0.4296631752665139, -2.5668208719347967 -0.4648052740488376, -2.546591281384899 -2.083705041666203, -1.8492680905943442 -2.9667079031118244, -1.8515356641641874 -4.56425450878983, -1.1315894495259933 -5.470131219125992, -1.1571731157012577 -7.0424801320439805, -0.4141561131115548 -7.9751001867930995, -0.4627041370421372 -9.518805185547501, 0.3027905285666599 -10.48170513989587, 0.2320368356333933 -11.992955969902978, 1.017234446515681 -12.987150356669646, 0.9209119806127932 -14.453491282367459, 1.7284263245234146 -15.49195486439522, 1.616180712770309 -16.922899814079408, 2.439158442580668 -17.99978643326583, 2.3070285481363557 -19.372932104787527)",POINT (2.6238805919023647 -20)
427,2024-01-01 00:05:15,"LINESTRING (19.00451267224809 -19.04792074424903, 19.889884444645954 -18.0958780938774)",POINT (20 -17.977100447336138)
428,2024-01-01 00:05:16,"LINESTRING (16.21523948539381 -18.738680370080097, 16.264783795787217 -17.49129917888128, 15.66242659097435 -16.139575960706882, 15.700049450818439 -14.953380761644919, 15.07774892518682 -13.606451047982057, 15.148710720436808 -12.407477553692114, 14.497457939602379 -11.055966164104312, 14.58657310774552 -9.86873144107153, 13.906980346081227 -8.523904122919523, 14.027158465554418 -7.329555208026466, 13.313567168768893 -5.9925262851077346, 13.470870210497697 -4.789763074039788, 12.716368850271282 -3.4620413741534204, 12.91902219726944 -2.2490092282261993, 12.126762896917525 -0.9352357097509074, 12.330351370506195 0.2875036879916637, 11.536176403447467 1.5770870570963846, 11.74141305384089 2.832371462635516, 10.946799620625093 4.104970899408665, 11.152186139395338 5.377260452474379, 10.357715514590918 6.6326475665826035, 10.562699539337702 7.9210559388510005, 9.779823779445726 9.054116166960982, 9.899887278154653 10.575048675476602, 9.048815009813918 11.857453781044752, 9.19735450187835 13.167721558051285, 9.60418676694208 13.511922648220759, 9.408720089317507 14.654394358942282, 8.782056363667156 15.983209985349648, 8.686444248359905 17.15208319834811, 7.869480649052773 18.417764701141618, 8.052061803968536 19.713617122142743)",POINT (7.620447955621436 20)
429,2024-01-01 00:05:16,"LINESTRING (-10.275222831358462 -18.72873145253952, -10.529902983517328 -17.546980269612476, -10.515215626990587 -16.432535921152137, -11.193062586388006 -15.179869164442618, -12.71778574240307 -14.458992505048226, -13.954813082503996 -12.88744442756449, -14.221912478976543 -11.559288593525, -13.70267839018966 -9.627865294234642, -13.943650114684374 -8.346124318432361, -14.120298771276955 -7.061733892253115, -14.385859397727202 -5.799775711791459, -14.819720080417959 -5.102596023143815, -15.249014147791332 -3.405426761538261, -16.075941362528983 -2.625801983931809, -17.391202006747005 -1.2860051820197083, -17.716555782205877 0.1955110299372211, -17.50092233369229 1.3510150668082883, -17.86738563114586 2.8018920039416004, -18.13482094295286 4.015057105534832, -18.621428891169714 5.9549572845987395, -18.488372849220358 7.109990252415235, -18.602561609023876 8.405347974745933, -18.68005725789172 8.971806842644233, -19.59647314449816 10.0825200947349, -19.539316107711887 11.42160970908, -19.288694057994917 12.675057727296396, -19.282479126087217 14.060515217705436, -18.956391253446558 15.277769724048394, -19.028950983633713 16.747033523497183, -18.544457477957035 17.87474897963706, -19.02642604909397 19.259273808816786)",POINT (-18.495390306506952 20)
430,2024-01-01 00:05:16,"LINESTRING (18.745897768545138 8.885385260064078, 17.491804889117702 9.227778093048315, 16.23785850684655 9.570439981813845, 14.985801749143182 9.914292106504368, 13.737194356800876 10.275454280491955, 12.473566665217012 10.605324985014567, 11.222245695057655 10.920125955464703, 9.965950260045876 11.289705007530669, 8.723498388929904 11.575966181607154, 7.451793924525516 11.964322675007068, 6.215322577238906 12.260916440884117, 4.944697532539208 12.653121156599413, 3.7071215303982203 12.945697670785306, 2.437718028825639 13.342362822991383, 1.1987848254003937 13.629983633472126, -0.0691001185454001 14.032193025189441, -1.3097449950768574 14.313593732890894, -2.57571419399635 14.722903910623522, -3.818601808660488 14.996212283090479, -5.08196640217204 15.41481734896091, -6.327804209012537 15.67721959200332, -7.587045877164534 16.108941221957252, -8.758335476681381 16.37833553622124, -9.364883506798503 16.75337685264074, -10.964959209905023 17.014827839347408, -11.830734820294357 17.40628376776517, -13.473997283810835 17.633753312295465, -14.336941681037034 18.10969113661739, -16.002588851429767 18.23835749762508, -16.79925816687835 18.86187483379263, -18.33039205780346 18.806745142876082, -19.344745678056956 19.607733523165003)",POINT (-20 19.46347576712151)
431,2024-01-01 00:05:17,"LINESTRING (-7.301673806472691 -18.77494377748539, -7.73407862626753 -17.551487136765964, -8.164179840341882 -16.330806035747546, -8.55718432018182 -15.132696740407397, -9.026378510137933 -13.878041969462304, -9.428444425913904 -12.670337449543132, -9.902266158196687 -11.419676622313313, -10.295516117487013 -10.212781975160462, -10.760833431189898 -8.975051493689685, -11.029912565930086 -8.323645119411514, -11.540685625439847 -6.701886207789579, -11.898206031776164 -5.8242450931705045, -12.505348814217527 -4.131362152573969, -12.758856422245325 -3.3708135026084776, -13.329724727894881 -1.713554097179729, -13.585189783187896 -0.8836007009930229, -14.20670701538423 0.7383648550102941, -14.426969092742953 1.545788787916698, -15.078507751391582 3.1861265448380705, -15.287142170112642 3.999305673990915, -15.946933541797804 5.642015671760131, -16.13560160615134 6.465705362161125, -16.763914954769636 8.078694587633905, -17.659151167274675 8.727965916243448, -18.2838100347459 10.339935484362368, -18.282744684934674 11.364022432477327, -18.97946447595603 12.958468295555074, -18.9092666628751 13.9869742606478, -19.712575547510657 15.502292354846247, -19.582110771204313 16.659746298659154)",POINT (-20 17.12186969730082)
432,2024-01-01 00:05:18,"LINESTRING (-17.4643125444774 18.759545335553884, -17.85324984720034 17.51909067110572, -18.242187149926313 16.278636006660573, -18.631124452666047 15.038181342249576, -19.020061754465836 13.797726696358461, -19.40899890206758 12.557273328211563, -19.797936098880534 11.316817345877439)",POINT (-20 10.672366991490726)
433,2024-01-01 00:05:19,"LINESTRING (-18.70061913312744 -12.182585247250563, -17.4001597137437 -12.195052730717174, -16.106584539511463 -12.209580915574332, -15.001008125684535 -12.291757935116163, -13.519369521262151 -12.231887336614665, -12.401939251416007 -12.32154427910211, -10.967415007540804 -12.233502011627676, -10.468408238330785 -12.498740163361663, -9.016437641889553 -12.460894260766096, -7.868256667631151 -12.515196069968477, -7.579735674927222 -13.080364511584605, -7.596832331990764 -14.597687274805486, -6.979769299314898 -16.500115516212993, -5.972252581495624 -17.48192118579319, -4.724422886207304 -17.493031397024087, -3.630725513945001 -16.51609139343865, -1.8499056075739708 -16.265692939332663, -1.0652367028461613 -15.927640723611969, 0.7137353768530854 -15.482999595514238, 1.6047142495540045 -15.498215036712658, 3.294246604692616 -15.130434759200142, 4.242124375588279 -15.127908037584595, 5.919408970515051 -14.710252531582107, 6.813648535006851 -14.742482179011454, 8.48573971989347 -14.29323911268723, 9.378201179890326 -14.360509913855832, 10.84092633950627 -13.606319022127712, 12.052806134994663 -13.820155301142085, 13.420035305707707 -13.202690710598636, 14.643237192505088 -13.574799837111112, 15.95824079604126 -12.951131656790471, 17.233138437753592 -13.32665890871829, 18.41025176947462 -12.706978529686857, 19.289881078980798 -11.529162679033739)",POINT (20 -12.600288392635287)
434,2024-01-01 00:05:20,"LINESTRING (-17.166734189734925 -18.70342316023644, -17.816004514086657 -17.327592641549977, -17.470452929590145 -16.053395629521184, -17.852957594286416 -14.73190093790936, -17.511108463476845 -13.437636738588695, -17.904999060532944 -11.98206046814485, -17.499970171931814 -10.835892726972766, -17.928021958294536 -9.381774443098728, -17.486414828865115 -8.235997268252616, -18.013437753255083 -6.841712912749993, -17.76605855442285 -5.4710100759990175, -18.01727995581297 -4.186650549807796, -17.801403566577154 -3.1210182515876923, -17.99594445027589 -1.6371703253359655, -17.774578080937143 -0.5215188300865847, -17.99540999866201 0.9590768492011628, -17.681333133635295 1.947970928793283, -18.008534409106492 3.5577079411410315, -17.646929160652203 4.541988909387997, -18.03002711893046 6.152318852013517, -17.702849567627926 7.058725005802668, -18.33690501249539 7.6893937354469415, -19.050743121498552 9.316874747571427, -18.80678065937878 10.6569221743991, -18.763508260542913 11.892620297916281, -18.488989357236875 13.234102562656526, -18.48649524635062 14.47326548467152, -18.15375064228851 15.812292781559966, -18.247963469217247 17.06230052388655, -17.736511607338386 18.37731094175713, -18.22472019490213 19.666264003272833)",POINT (-17.76793063775519 20)
435,2024-01-01 00:05:20,"LINESTRING (-7.292868277744512 -18.725759003742212, -7.933389108548755 -16.944688738879673, -7.771204919061153 -15.759994739807675, -8.541866115046428 -14.683753791029645, -9.97295278198818 -13.32380126512563, -10.405703379958892 -12.021512361995859, -10.572200345538477 -10.028454720969691, -10.472617108961819 -8.999347973931643, -10.520123078467279 -7.434189791770912, -10.41402632592301 -6.40223176480519, -10.469483581495146 -4.83682201112302, -10.355338935460034 -3.8037549215376174, -10.420808362356544 -2.2378317455721897, -10.296105835021589 -1.204533887743027, -10.374163785932932 0.3616438901211836, -10.2355570918925 1.394736361232365, -10.329649506967247 2.961270657853823, -10.172599196821526 3.993946056568457, -10.288152198096878 5.560870349288269, -10.10582282671457 6.593038618148692, -10.251547822253853 8.160564182122865, -10.032345352528647 9.191943147758227, -10.223426243737283 10.75995645356258, -9.911716329687604 11.754426401325325, -9.848799119316825 12.864682586462925, -8.8849601820609 13.540957156752285, -7.064415611003442 14.368977364714155, -6.189945660004704 15.520946354554813, -6.314811369292474 16.70936034514633, -7.389175337241535 17.58400203485841, -8.182063685423099 18.513991004896294, -9.277898856432127 19.26812658375998)",POINT (-9.91695159545669 20)
436,2024-01-01 00:05:21,"LINESTRING (-9.150753181955263 -19.273720442779755, -9.783959489213089 -18.13489934119705, -11.085879364674735 -17.31701928820967, -11.641740434204408 -15.83325917237962, -12.85830350801053 -15.100147350722734, -13.77521650753918 -13.412986351619788, -14.899703253110285 -12.704044724617958, -15.86487893212215 -11.375324371232361, -17.065367749854847 -10.921417115801079, -17.894717697833148 -9.538932486449117, -18.99674978946072 -9.118552034686482)",POINT (-20 -8.04832983715433)
437,2024-01-01 00:05:21,"LINESTRING (18.863524407563666 18.101341423681937, 17.727053374625452 17.470136539633756, 16.591313564962526 16.839450027933648, 15.474140539689492 16.248914105023868, 14.270319445743814 15.701789583891637, 13.22789831876232 14.984571188807744, 13.122556802111196 13.918237048013236, 12.09365348573816 13.235352515504381, 10.815896500226463 12.716021727281525, 9.792264390729358 12.0255280445514, 8.509680923888453 11.515449829289986, 7.491349147713701 10.81522759131721, 6.209047783536692 10.374938194248584, 5.057217556210981 9.680226720365848, 3.893931948076872 9.159270017485893, 2.759182439335725 8.463985293090813, 1.5918644127408472 7.95075275635188, 0.4614895024297192 7.247182928843142, -0.7106920442475657 6.74318322476375, -1.8354958827882937 6.029210056766462, -3.012976421199304 5.534949816045943, -4.132009680023868 4.809062011774259, -5.317276188824444 4.330682758176678, -6.427186525383531 3.5875203741792614, -7.623103583282935 3.1293701395321327, -8.719767459327624 2.3621441808288055, -9.794933758175056 1.8808998714755742, -11.102084972957508 0.4756940401045351, -12.275481452428584 0.0615026742090428, -13.465342200012683 -0.6091485387464879, -14.655351494817728 -0.9853448148004305, -15.820697079058089 -1.7101723723780622, -17.048750172815524 -2.001037760099211, -18.14396466355243 -2.877403118999281, -19.520199664612623 -2.8084641980736027)",POINT (-20 -3.4837728111610047)
438,2024-01-01 00:05:21,"LINESTRING (-18.826396617044157 3.2749113818896927, -17.50387877626296 3.689678190494498, -16.348710362804855 4.00664440878681, -15.929336140326999 4.120585762626131, -15.788217179700332 5.195034278985403, -16.212540531415556 5.444694949039058, -17.617600926429954 5.499022949268155, -18.051569442340856 5.792056966051584, -17.495517794770027 6.2260167643642035, -15.951218522676523 6.507115080853294, -15.291879773035262 7.253879451184675, -13.752903140113487 7.52499984300085, -12.765130960589532 7.753524747753585, -11.206880295725934 8.031298237249917, -10.215601536882666 8.262414924893166, -8.656626821458381 8.542072589881872, -7.666677154559802 8.776423953977217, -6.106381505923425 9.053772411368382, -5.117694220402054 9.290609336329979, -3.557167100452374 9.564428608258654, -2.569287172053737 9.80655211441191, -1.0075858726274178 10.074226546590138, -0.0207803018433724 10.321446933713844, 1.5420763394310817 10.583267230379688, 2.5238555033941763 10.838828637836752, 3.9515446796222697 11.444433782648503, 5.034891562781459 11.51176836115903, 6.530223537967464 11.949195423812183, 7.595804481541894 11.962430176405922, 9.084080298210491 12.434243712745692, 9.798995901556902 12.360600975213703, 10.485274830944016 13.286548124037388, 11.782049818958173 13.42047597865111, 13.05642053944964 13.640225742021235, 14.447209396015024 13.913438848592829, 15.125892558010564 13.552868096811238, 16.035112748625583 14.165360898162382, 17.514324458986003 13.956203124501053, 18.240345375814226 14.152871937544713)",POINT (20 14.318547820710469)
439,2024-01-01 00:05:23,"LINESTRING (9.620343844606708 -18.708895232672983, 9.552542213237919 -17.927644403388037, 9.6219131715365 -16.160036390049488, 9.829213003695516 -15.341278973428928, 9.81586739848251 -13.770614983797717, 10.040966748388977 -12.74215388767924, 10.093133350906186 -11.183769797790504, 10.32978551506842 -10.158227417666795, 10.371631312134548 -8.598724988168888, 10.62038216410377 -7.575249345042513, 10.652499684893595 -6.0177024034040905, 11.197852061808884 -5.318403667390284, 10.949020194268728 -4.5680972027368405, 10.1904631772091 -2.9574534368187404, 10.106975848967819 -2.084563637503803, 10.56031469273442 -0.3679809669096521, 10.490180667373913 0.4965593600842315, 10.966191821453432 2.1987902283727054, 10.886915510601007 3.0693626142963, 11.530769228993126 3.2492230770530908, 11.851721695678494 4.375516200724652, 11.829674730088854 5.820860408646574, 12.17861330745443 6.952965025248962, 12.108269704311388 8.40552269069068, 12.517634802639163 9.534543952997279, 12.370897362032366 10.992601946958178, 12.863606849388294 12.108814066058633, 12.817852687145725 13.248017635969907, 13.339268515482752 14.748355099477907, 12.948242195428714 15.852233556895856, 13.50528599649252 17.27417340059575, 13.087893566197675 18.471448981415346, 13.324187059408844 18.911958605409392)",POINT (13.578778805671547 20)
440,2024-01-01 00:05:23,"LINESTRING (-11.458989148476624 -18.87723203280991, -11.992056255147098 -17.546386316918177, -12.3725317013747 -16.498774302304977, -12.932412638287454 -15.137533730403794, -14.062207375278973 -14.357091537809907, -14.499881680665899 -12.854867308756626, -15.025686298244342 -11.433687760929365, -15.315527381788788 -10.309677848881574, -15.860589944030135 -8.977432876419304, -16.093811679516687 -7.849006942814647, -16.717958891416433 -6.528566974285378, -17.792054760363616 -5.878973523415034, -18.09067613092416 -4.598001182850087, -18.39849394263408 -3.3500723939161485, -18.69371202087175 -2.0688998312879248, -19.006044250352986 -0.8220560673281991, -19.294017911345957 0.4608483115443285, -19.619888848837153 1.704439807745033, -19.877962736986834 2.9795800625532514)",POINT (-20 3.366575219422576)
441,2024-01-01 00:05:24,"LINESTRING (13.050210258143128 -18.979313377876345, 13.960211268748122 -18.04199517488196, 14.721292256801751 -16.85443852104918, 15.533628797397407 -15.971606301786949, 16.266085615136216 -14.762477088426813, 17.125413156230188 -13.909481817354143, 17.782952138403125 -12.650711927916898, 18.759675919395658 -11.88735039672796, 19.163255831358473 -10.447369086884686)",POINT (20 -9.907404178693607)
442,2024-01-01 00:05:25,"LINESTRING (-19.43465814584064 -4.857566569237926, -18.876063644893716 -3.6890461224390902, -19.29837626677336 -2.3260488996794684, -18.73480111590298 -1.130459261998871, -18.087982769949207 -0.0253746038464175, -17.90489613297483 1.8473487300169857, -17.117873574910416 2.923039189265339, -16.513199734219214 4.583388143750382, -15.769644202032296 5.2976681998369815, -15.18452224168462 6.897323678850096, -14.439246358513103 7.540512897383719, -13.905259346814702 9.161125776768468, -13.097108308891372 9.820055711142682, -12.628407843850344 11.41960953877598, -11.77132567667264 12.097664775284246, -11.360645277811749 13.670552656058256, -10.440170207882687 14.383144428884252, -10.089920656059629 15.91722439913048, -9.108520979325144 16.675643670472677, -8.825849448792871 18.149450233919524, -7.78902185689979 18.966561559746395)",POINT (-7.427618876300413 20)
443,2024-01-01 00:05:28,"LINESTRING (-10.321013607035926 18.96763706517202, -11.113227368336446 17.93864375337368, -11.916866709912822 16.90573564079575, -12.69684608907192 15.86920587987042, -13.49616525393879 14.840382988966258, -14.273301684767835 13.80239707547861, -15.062740469393367 12.775780181958302, -15.709629430767897 11.762151350417557, -16.21564888146957 10.832637642377987, -16.567995326197405 10.022913197195741, -16.906354553725443 8.956339081833848, -16.50294669008739 8.560422541142515, -16.916916672672308 7.588404050702788, -17.93339680038396 7.414496783727162, -18.295978108472656 6.484007509500698, -19.658060023222585 5.521918594709327)",POINT (-20 6.318847334767342)
444,2024-01-01 00:05:28,"LINESTRING (8.434151615362408 -18.710472907978975, 8.269456870592224 -17.420969152111315, 8.103948820420484 -16.131525575977694, 7.937944997109702 -14.840917368040232, 7.7742916650851 -13.55204088645436, 7.6065165405650506 -12.259604623327682, 7.443636327078682 -10.971390452626176, 7.276260596636435 -9.6795445535755, 7.113902197882752 -8.391623287470217, 6.946503828641471 -7.100211836859565, 6.781472702212592 -5.8160713108528075, 6.573595806937393 -4.60227795262689, 6.22109437242152 -3.717908638261278, 6.0854406365992855 -2.6291310145822986, 5.8182320160516445 -1.3473109889589774, 5.335489710307112 -0.8822820842833566, 5.715774844133817 -0.4190782596490988, 5.564763935571826 0.8913117991403827, 5.442451349169596 2.1649916816119044, 5.2833457356095614 3.4747955509593007, 5.164977020509094 4.747198620800913, 5.001108536836663 6.05571947790506, 4.886634414952293 7.3303613041891795, 4.717756002302214 8.639583550125652, 4.6077606829343845 9.915290535753368, 4.431650038709444 11.223794981717733, 4.330759376771675 12.500450699019247, 4.141577132568838 13.799880606947792, 3.5425749823877597 14.187144058211773, 2.7462766120901447 15.554751429499603, 2.947271136286214 16.84882729330657, 3.1867217889663317 18.11698362053959)",POINT (3.4912632394886893 20)
445,2024-01-01 00:05:29,"LINESTRING (13.401690967280382 -18.702827214101923, 13.534731600059859 -17.53375273481815, 14.293240854708472 -16.263507539096953, 14.059238979462831 -14.871108108753983, 14.42333368871487 -13.664965192151879, 14.164513228318015 -12.272796687524835, 14.554999723310715 -11.067290055213782, 14.267442427868591 -9.674411717436827, 14.689055174373598 -8.469701357745185, 14.367383005868456 -7.075933633233236, 14.826259528523105 -5.87241503073364, 14.463000957492419 -4.479552209095855, 14.963188183869553 -3.2811873320412666, 14.550345412536421 -1.8827349425676723, 15.110395870477987 -0.6841844896742526, 14.688904892191085 0.705615561824118, 15.250867811921257 1.9142570350684571, 14.825516409320612 3.281676431590682, 15.331265156154767 4.501159661817909, 14.894045193193877 5.887410516590877, 15.44271454381932 7.106262860748406, 15.00356745158213 8.480738709590193, 15.553958788652979 9.710945029692965, 15.113183533025502 11.073774068508596, 15.664913763248638 12.314403023214448, 15.221820475428752 13.656649732021169, 15.743305868291198 14.735101124771802, 15.862486446569546 16.729058299133044, 15.678840401148747 17.769969810381035, 15.95875712225615 19.33768294802926)",POINT (15.771741030160655 20)
446,2024-01-01 00:05:29,"LINESTRING (18.77504578327941 -7.5669897496903085, 17.550110090422724 -7.131582907139123, 16.32507660829056 -6.6961889816204385, 15.100005199550253 -6.260711601727775, 13.875805510385685 -5.825653832447194, 12.688499615895214 -5.397464354409836, 11.72354869122605 -5.1001075010515695, 10.320087174307691 -4.647487835942437, 9.247759166992733 -4.3509097229463185, 7.896537227741438 -3.7521294326210346, 7.279114729132393 -3.1680207939766776, 6.676164898646342 -2.263005855699503, 6.95753672805894 -0.891112772898409, 6.477464041180862 -0.1674497793486991, 5.2506712401918625 0.2315305483617369, 3.564815379159363 1.30758352838752, 2.2542920142813783 1.4567462682389762, 1.0117950218626481 1.84848051410663, -0.2923499207608384 1.984334605966239, -1.530794399170773 2.393215200524339, -2.8427686651655657 2.5048529006112776, -4.070568431585994 2.9395491660905537, -5.29273570456662 3.0221800863296124, -6.08127251386154 3.3440952843068006, -5.974190432736103 3.2211882670988574, -6.866540440251321 3.131978433680918, -8.756939392943321 2.980332208378808, -10.752597606618185 3.1120451317844244, -11.842008263424026 3.666505456919403, -13.68781036715529 4.181514426064153, -14.744412175612823 4.082387503129752)",POINT (-20 6.211956409582773)
447,2024-01-01 00:05:29,"LINESTRING (14.981487747659195 18.75636561171445, 14.322228856938029 17.90899773635563, 14.266548270690663 16.26432613570228, 13.59656309744321 15.408723527210359, 13.547398830508241 13.769168495235133, 12.875594274018107 12.906963863713674, 12.845369284865374 11.27770274224173, 12.160359782447658 10.404257233990593, 12.15557357190198 8.797806764504697, 11.457943225867655 7.862555199816928, 11.272184288345555 6.274464417283001, 10.41176534858636 5.0927808716602945, 10.49665763076954 3.658723517603342, 9.64911760221392 2.586010854790504, 9.734704710148497 1.1537516064764173, 8.949426346954256 0.0888270969399767, 9.011351964163039 -1.3360569098321435, 8.242004105793312 -2.4296852214084126, 8.38035721039127 -3.8584191014854574, 7.578317695351635 -4.947062227599474, 7.718971912117899 -6.369364653020233, 6.914714528741514 -7.464341448653378, 7.057703056296964 -8.879825941889742, 6.2510565742212485 -9.981952255908114, 6.395082836030669 -11.394274208248348, 5.5875664168402155 -12.499079451716408, 5.7340776366675685 -13.903603336563531, 4.925112372582152 -15.013059960113011, 5.030327709055438 -16.31169265056724, 4.1364075961787705 -17.568751865676404, 4.241417022407629 -18.872068792601237)",POINT (3.8468253587233496 -20)
